title,location,responsibilities,ntile10,ntile25,ntile50,ntile75,ntile90
Data Scientist,"Springfield, MO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,96994,108822,121812,134572,146189
Data Scientist,"Jackson, MS",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,91888,103092,115399,127487,138493
Data Scientist,"Alexandria, VA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114282,128218,143524,158558,172246
Data Scientist,"Hayward, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,121961,136833,153168,169212,183820
Data Scientist,"Clarksville, TN",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93247,104617,117106,129373,140542
Data Scientist,"Lancaster, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115492,129575,145043,160236,174069
Data Scientist,"Salinas, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,113742,127612,142846,157809,171432
Data Scientist,"Palmdale, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115338,129402,144849,160022,173837
Data Scientist,"Hollywood, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99694,111851,125203,138318,150259
Data Scientist,"Springfield, MA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,106511,119499,133764,147776,160533
Data Scientist,"Macon, GA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,95785,107465,120293,132894,144367
Data Scientist,"Kansas City, KS",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100782,113072,126570,139828,151899
Data Scientist,"Sunnyvale, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,128840,144550,161806,178755,194187
Data Scientist,"Pomona, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114477,128437,143769,158829,172540
Data Scientist,"Killeen, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93138,104495,116970,129222,140378
Data Scientist,"Escondido, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110172,123606,138361,152855,166051
Data Scientist,"Pasadena, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,104844,117628,131670,145463,158020
Data Scientist,"Naperville, IL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,106953,119995,134320,148390,161200
Data Scientist,"Bellevue, WA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,112250,125937,140971,155738,169182
Data Scientist,"Joliet, IL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,106210,119161,133386,147358,160080
Data Scientist,"Murfreesboro, TN",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,94688,106235,118916,131373,142714
Data Scientist,"Midland, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,91646,102821,115095,127151,138128
Data Scientist,"Rockford, IL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,101101,113429,126969,140270,152379
Data Scientist,"Paterson, NJ",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,118368,132802,148655,164227,178404
Data Scientist,"Savannah, GA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,96466,108228,121148,133839,145393
Data Scientist,"Bridgeport, CT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,116623,130844,146463,161806,175774
Data Scientist,"Torrance, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114467,128425,143756,158814,172525
Data Scientist,"Mcallen, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,88289,99054,110879,122494,133068
Data Scientist,"Syracuse, NY",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,101188,113527,127079,140391,152510
Data Scientist,"Surprise, AZ",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100524,112781,126245,139469,151509
Data Scientist,"Denton, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100161,112375,125790,138966,150963
Data Scientist,"Roseville, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110679,124175,138998,153559,166815
Data Scientist,"Thornton, CO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,103821,116481,130386,144044,156479
Data Scientist,"Pasadena, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,116108,130266,145816,161091,174997
Data Scientist,"Mesquite, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,101885,114309,127954,141358,153561
Data Scientist,"Olathe, KS",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100150,112362,125775,138951,150946
Data Scientist,"Dayton, OH",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99797,111966,125332,138461,150414
Data Scientist,"Carrollton, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,101721,114124,127748,141130,153313
Data Scientist,"Waco, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93389,104776,117284,129570,140755
Data Scientist,"Orange, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114467,128425,143756,158814,172525
Data Scientist,"Fullerton, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114724,128713,144078,159171,172911
Data Scientist,"Charleston, SC",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97491,109379,122436,135262,146938
Data Scientist,"Visalia, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,101511,113889,127485,140839,152998
Data Scientist,"Hampton, VA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,96173,107900,120781,133433,144952
Data Scientist,"Gainesville, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93411,104802,117312,129601,140789
Data Scientist,"Warren, MI",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,104417,117149,131134,144870,157376
Data Scientist,"Coral Springs, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99694,111851,125203,138318,150259
Data Scientist,"Cedar Rapids, IA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97405,109282,122328,135142,146808
Data Scientist,"Round Rock, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100584,112849,126321,139553,151600
Data Scientist,"Sterling Heights, MI",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,104088,116780,130721,144414,156881
Data Scientist,"Kent, WA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,108644,121892,136443,150736,163748
Data Scientist,"Columbia, SC",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,95130,106730,119471,131986,143380
Data Scientist,"Santa Clara, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,128840,144550,161806,178755,194187
Data Scientist,"New Haven, CT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,111254,124820,139720,154356,167682
Data Scientist,"Stamford, CT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,118138,132544,148366,163908,178058
Data Scientist,"Concord, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115124,129162,144581,159726,173515
Data Scientist,"Elizabeth, NJ",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,117239,131535,147237,162660,176702
Data Scientist,"Athens, GA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100833,113128,126633,139898,151975
Data Scientist,"Thousand Oaks, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,111719,125342,140304,155002,168382
Data Scientist,"Lafayette, LA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,94322,105823,118456,130865,142162
Data Scientist,"Simi Valley, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,112571,126298,141375,156184,169667
Data Scientist,"Topeka, KS",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,95978,107681,120536,133162,144658
Data Scientist,"Norman, OK",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93165,104525,117003,129259,140418
Data Scientist,"Fargo, ND",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,96317,108061,120961,133632,145168
Data Scientist,"Wilmington, NC",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93637,105055,117596,129915,141130
Data Scientist,"Abilene, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93627,105044,117583,129900,141114
Data Scientist,"Odessa, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,91646,102821,115095,127151,138128
Data Scientist,"Columbia, MO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99958,112147,125534,138684,150657
Data Scientist,"Pearland, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,104899,117690,131740,145540,158104
Data Scientist,"Victorville, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,108941,122225,136816,151147,164195
Data Scientist,"Hartford, CT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110340,123795,138573,153089,166304
Data Scientist,"Vallejo, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115371,129439,144890,160068,173886
Data Scientist,"Allentown, PA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,103462,116078,129935,143546,155937
Data Scientist,"Berkeley, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,122167,137064,153426,169497,184129
Data Scientist,"Richardson, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,101775,114185,127816,141205,153395
Data Scientist,"Arvada, CO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,103821,116481,130386,144044,156479
Data Scientist,"Ann Arbor, MI",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,105936,118854,133042,146978,159666
Data Scientist,"Rochester, MN",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99427,111551,124868,137948,149857
Data Scientist,"Cambridge, MA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115668,129773,145264,160481,174335
Data Scientist,"Sugar Land, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,104899,117690,131740,145540,158104
Data Scientist,"Lansing, MI",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99376,111494,124803,137877,149779
Data Scientist,"Evansville, IN",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97032,108864,121860,134625,146247
Data Scientist,"College Station, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,91923,103132,115443,127536,138546
Data Scientist,"Fairfield, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115042,129070,144478,159612,173391
Data Scientist,"Clearwater, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97619,109523,122597,135440,147132
Data Scientist,"Beaumont, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99571,111713,125048,138147,150073
Data Scientist,"Independence, MO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100571,112834,126304,139535,151580
Data Scientist,"Provo, UT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93986,105447,118034,130399,141656
Data Scientist,"West Jordan, UT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97205,109058,122076,134864,146507
Data Scientist,"Murrieta, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,111965,125618,140614,155343,168754
Data Scientist,"Palm Bay, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93771,105205,117764,130100,141331
Data Scientist,"El Monte, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115985,130127,145661,160920,174812
Data Scientist,"Carlsbad, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110172,123606,138361,152855,166051
Data Scientist,"North Charleston, SC",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97491,109379,122436,135262,146938
Data Scientist,"Temecula, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110421,123886,138675,153201,166427
Data Scientist,"Clovis, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,101799,114212,127846,141238,153431
Data Scientist,"Springfield, IL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,94755,106309,119000,131466,142815
Data Scientist,"Meridian, ID",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,95503,107148,119939,132503,143941
Data Scientist,"Westminster, CO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,103821,116481,130386,144044,156479
Data Scientist,"Costa Mesa, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114467,128425,143756,158814,172525
Data Scientist,"High Point, NC",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,98698,110734,123952,136937,148758
Data Scientist,"Manchester, NH",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,105330,118174,132281,146138,158754
Data Scientist,"Pueblo, CO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,95208,106817,119569,132094,143497
Data Scientist,"Lakeland, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97090,108929,121932,134705,146333
Data Scientist,"Pompano Beach, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99694,111851,125203,138318,150259
Data Scientist,"West Palm Beach, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100293,112522,125955,139149,151161
Data Scientist,"Antioch, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,117425,131743,147470,162918,176982
Data Scientist,"Everett, WA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,109847,123242,137954,152405,165562
Data Scientist,"Downey, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115003,129026,144429,159558,173332
Data Scientist,"Lowell, MA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,111901,125546,140533,155254,168656
Data Scientist,"Elgin, IL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,107062,120117,134456,148541,161364
Data Scientist,"Richmond, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,121872,136733,153055,169088,183685
Data Scientist,"Peoria, IL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99160,111252,124533,137578,149454
Data Scientist,"Broken Arrow, OK",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,98185,110158,123308,136224,147984
Data Scientist,"Miami Gardens, FL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99171,111263,124545,137592,149470
Data Scientist,"Billings, MT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,98317,110305,123473,136407,148182
Data Scientist,"Gresham, OR",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,106444,119424,133680,147683,160432
Data Scientist,"Lewisville, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100452,112701,126154,139369,151401
Data Scientist,"Hillsboro, OR",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,106239,119193,133422,147398,160123
Data Scientist,"Ventura, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110053,123472,138212,152690,165871
Data Scientist,"Greeley, CO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100325,112558,125995,139193,151209
Data Scientist,"Inglewood, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,116108,130266,145816,161091,174997
Data Scientist,"Waterbury, CT",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110670,124165,138987,153546,166801
Data Scientist,"League City, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,102089,114538,128211,141641,153869
Data Scientist,"Santa Maria, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,108953,122239,136831,151164,164214
Data Scientist,"Tyler, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,92910,104240,116683,128906,140034
Data Scientist,"Lakewood, NJ",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115339,129403,144850,160024,173838
Data Scientist,"Daly City, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,128326,143974,161161,178043,193413
Data Scientist,"Boulder, CO",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,105166,117990,132075,145910,158506
Data Scientist,"Allen, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,100959,113270,126791,140073,152165
Data Scientist,"West Covina, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114477,128437,143769,158829,172540
Data Scientist,"Sparks, NV",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,103072,115640,129445,143004,155350
Data Scientist,"Wichita Falls, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,93740,105170,117725,130057,141285
Data Scientist,"Green Bay, WI",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,98483,110492,123682,136637,148433
Data Scientist,"San Mateo, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,125000,140242,156984,173428,188400
Data Scientist,"Norwalk, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114575,128546,143891,158964,172687
Data Scientist,"Rialto, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,109369,122705,137353,151741,164841
Data Scientist,"Las Cruces, NM",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,87262,97903,109590,121069,131521
Data Scientist,"Chico, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,104777,117553,131586,145370,157920
Data Scientist,"El Cajon, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110459,123928,138722,153254,166484
Data Scientist,"Burbank, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,116108,130266,145816,161091,174997
Data Scientist,"South Bend, IN",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,96799,108603,121567,134302,145895
Data Scientist,"Renton, WA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,112140,125814,140833,155585,169017
Data Scientist,"Vista, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,110172,123606,138361,152855,166051
Data Scientist,"Davenport, IA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,97703,109616,122702,135555,147257
Data Scientist,"Edinburg, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,88289,99054,110879,122494,133068
Data Scientist,"Tuscaloosa, AL",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,96249,107985,120876,133538,145066
Data Scientist,"Carmel, IN",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,99766,111931,125293,138418,150367
Data Scientist,"San Angelo, TX",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,92806,104122,116552,128761,139876
Data Scientist,"Vacaville, CA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,114312,128251,143561,158599,172291
Data Scientist,"Clinton, MI",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,105443,118301,132423,146294,158924
Data Scientist,"Bend, OR",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,98977,111046,124302,137323,149177
Data Scientist,"Woodbridge, NJ",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.,115186,129231,144658,159812,173608
